nohup: ignoring input
[187] bbox_docvqa_id=188 resume_skip=True
[188] bbox_docvqa_id=189 resume_skip=True
[189] bbox_docvqa_id=190 resume_skip=True
[190] bbox_docvqa_id=191 resume_skip=True
[191] bbox_docvqa_id=192 resume_skip=True
[192] bbox_docvqa_id=193 resume_skip=True
[193] bbox_docvqa_id=194 resume_skip=True
[194] bbox_docvqa_id=195 resume_skip=True
[195] bbox_docvqa_id=196 resume_skip=True
[196] bbox_docvqa_id=197 resume_skip=True
[197] bbox_docvqa_id=198 resume_skip=True
[198] bbox_docvqa_id=199 resume_skip=True
[199] bbox_docvqa_id=200 resume_skip=True
[200] bbox_docvqa_id=201 resume_skip=True
[201] bbox_docvqa_id=202 resume_skip=True
[202] bbox_docvqa_id=203 resume_skip=True
[203] bbox_docvqa_id=204 resume_skip=True
[204] bbox_docvqa_id=205 resume_skip=True
[205] bbox_docvqa_id=206 resume_skip=True
[206] bbox_docvqa_id=207 resume_skip=True
[207] bbox_docvqa_id=208 resume_skip=True
[208] bbox_docvqa_id=209 resume_skip=True
[209] bbox_docvqa_id=210 resume_skip=True
[210] bbox_docvqa_id=211 resume_skip=True
[211] bbox_docvqa_id=212 resume_skip=True
[212] bbox_docvqa_id=213 resume_skip=True
[213] bbox_docvqa_id=214 resume_skip=True
[214] bbox_docvqa_id=215 resume_skip=True
[215] bbox_docvqa_id=216 resume_skip=True
[216] bbox_docvqa_id=217 resume_skip=True
[217] bbox_docvqa_id=218 resume_skip=True
[218] bbox_docvqa_id=219 resume_skip=True
[219] bbox_docvqa_id=220 resume_skip=True
[220] bbox_docvqa_id=221 resume_skip=True
[221] bbox_docvqa_id=222 resume_skip=True
[222] bbox_docvqa_id=223 resume_skip=True
[223] bbox_docvqa_id=224 resume_skip=True
[224] bbox_docvqa_id=225 resume_skip=True
[225] bbox_docvqa_id=226 resume_skip=True
[226] bbox_docvqa_id=227 resume_skip=True
[227] bbox_docvqa_id=228 resume_skip=True
[228] bbox_docvqa_id=229 resume_skip=True
[229] bbox_docvqa_id=230 resume_skip=True
[230] bbox_docvqa_id=231 resume_skip=True
[231] bbox_docvqa_id=232 resume_skip=True
[232] bbox_docvqa_id=233 resume_skip=True
[233] bbox_docvqa_id=234 resume_skip=True
[234] bbox_docvqa_id=235 resume_skip=True
[235] bbox_docvqa_id=236 resume_skip=True
[236] bbox_docvqa_id=237 resume_skip=True
[237] bbox_docvqa_id=238 resume_skip=True
[238] bbox_docvqa_id=239 resume_skip=True
[239] bbox_docvqa_id=240 resume_skip=True
[240] bbox_docvqa_id=241 resume_skip=True
[241] bbox_docvqa_id=242 resume_skip=True
[242] bbox_docvqa_id=243 resume_skip=True
[243] bbox_docvqa_id=244 resume_skip=True
[244] bbox_docvqa_id=245 resume_skip=True
[245] bbox_docvqa_id=246 resume_skip=True
[246] bbox_docvqa_id=247 resume_skip=True
[247] bbox_docvqa_id=248 resume_skip=True
[248] bbox_docvqa_id=249 resume_skip=True
[249] bbox_docvqa_id=250 resume_skip=True
[250] bbox_docvqa_id=251 resume_skip=True
[251] bbox_docvqa_id=252 resume_skip=True
[252] bbox_docvqa_id=253 resume_skip=True
[253] bbox_docvqa_id=254 resume_skip=True
[254] bbox_docvqa_id=255 resume_skip=True
[255] bbox_docvqa_id=256 resume_skip=True
[256] bbox_docvqa_id=257 resume_skip=True
[257] bbox_docvqa_id=258 resume_skip=True
[258] bbox_docvqa_id=259 resume_skip=True
[259] bbox_docvqa_id=260 resume_skip=True
[260] bbox_docvqa_id=261 resume_skip=True
[261] bbox_docvqa_id=262 resume_skip=True
[262] bbox_docvqa_id=263 resume_skip=True
[263] bbox_docvqa_id=264 resume_skip=True
[264] bbox_docvqa_id=265 resume_skip=True
[265] bbox_docvqa_id=266 resume_skip=True
[266] bbox_docvqa_id=267 resume_skip=True
[267] bbox_docvqa_id=268 resume_skip=True
[268] bbox_docvqa_id=269 resume_skip=True
[269] bbox_docvqa_id=270 resume_skip=True
[270] bbox_docvqa_id=271 resume_skip=True
[271] bbox_docvqa_id=272 resume_skip=True
[272] bbox_docvqa_id=273 resume_skip=True
[273] bbox_docvqa_id=274 resume_skip=True
[274] bbox_docvqa_id=275 resume_skip=True
[275] bbox_docvqa_id=276 resume_skip=True
[276] bbox_docvqa_id=277 resume_skip=True
[277] bbox_docvqa_id=278 resume_skip=True
[278] bbox_docvqa_id=279 resume_skip=True
[279] bbox_docvqa_id=280 resume_skip=True
[280] bbox_docvqa_id=281 resume_skip=True
[281] bbox_docvqa_id=282 resume_skip=True
[282] bbox_docvqa_id=283 resume_skip=True
[283] bbox_docvqa_id=284 resume_skip=True
[284] bbox_docvqa_id=285 resume_skip=True
[285] bbox_docvqa_id=286 resume_skip=True
[286] bbox_docvqa_id=287 resume_skip=True
[287] bbox_docvqa_id=288 resume_skip=True
[288] bbox_docvqa_id=289 resume_skip=True
[289] bbox_docvqa_id=290 resume_skip=True
[290] bbox_docvqa_id=291 resume_skip=True
[291] bbox_docvqa_id=292 resume_skip=True
[292] bbox_docvqa_id=293 resume_skip=True
[293] bbox_docvqa_id=294 resume_skip=True
[294] bbox_docvqa_id=295 resume_skip=True
[295] bbox_docvqa_id=296 resume_skip=True
[296] bbox_docvqa_id=297 resume_skip=True
[297] bbox_docvqa_id=298 resume_skip=True
[298] bbox_docvqa_id=299 resume_skip=True
[299] bbox_docvqa_id=300 resume_skip=True
[300] bbox_docvqa_id=301 resume_skip=True
[301] bbox_docvqa_id=302 resume_skip=True
[302] bbox_docvqa_id=303 resume_skip=True
[303] bbox_docvqa_id=304 resume_skip=True
[304] bbox_docvqa_id=305 resume_skip=True
[305] bbox_docvqa_id=306 resume_skip=True
[306] bbox_docvqa_id=307 resume_skip=True
[307] bbox_docvqa_id=308 resume_skip=True
[308] bbox_docvqa_id=309 resume_skip=True
[309] bbox_docvqa_id=310 resume_skip=True
[310] bbox_docvqa_id=311 resume_skip=True
[311] bbox_docvqa_id=312 resume_skip=True
[312] bbox_docvqa_id=313 resume_skip=True
[313] bbox_docvqa_id=314 resume_skip=True
[314] bbox_docvqa_id=315 resume_skip=True
[315] bbox_docvqa_id=316 resume_skip=True
[316] bbox_docvqa_id=317 resume_skip=True
[317] bbox_docvqa_id=318 resume_skip=True
[318] bbox_docvqa_id=319 resume_skip=True
[319] bbox_docvqa_id=320 resume_skip=True
[320] bbox_docvqa_id=321 resume_skip=True
[321] bbox_docvqa_id=322 resume_skip=True
[322] bbox_docvqa_id=323 resume_skip=True
[323] bbox_docvqa_id=324 resume_skip=True
[324] bbox_docvqa_id=325 resume_skip=True
[325] bbox_docvqa_id=326 resume_skip=True
[326] bbox_docvqa_id=327 resume_skip=True
[327] bbox_docvqa_id=328 resume_skip=True
[328] bbox_docvqa_id=329 resume_skip=True
[329] bbox_docvqa_id=330 resume_skip=True
[330] bbox_docvqa_id=331 resume_skip=True
[331] bbox_docvqa_id=332 resume_skip=True
[332] bbox_docvqa_id=333 resume_skip=True
[333] bbox_docvqa_id=334 resume_skip=True
[334] bbox_docvqa_id=335 resume_skip=True
[335] bbox_docvqa_id=336 resume_skip=True
[336] bbox_docvqa_id=337 resume_skip=True
[337] bbox_docvqa_id=338 resume_skip=True
[338] bbox_docvqa_id=339 resume_skip=True
[339] bbox_docvqa_id=340 resume_skip=True
[340] bbox_docvqa_id=341 resume_skip=True
[341] bbox_docvqa_id=342 resume_skip=True
[342] bbox_docvqa_id=343 resume_skip=True
[343] bbox_docvqa_id=344 resume_skip=True
[344] bbox_docvqa_id=345 resume_skip=True
[345] bbox_docvqa_id=346 resume_skip=True
[346] bbox_docvqa_id=347 resume_skip=True
[347] bbox_docvqa_id=348 resume_skip=True
[348] bbox_docvqa_id=349 resume_skip=True
[349] bbox_docvqa_id=350 resume_skip=True
[350] bbox_docvqa_id=351 resume_skip=True
[351] bbox_docvqa_id=352 resume_skip=True
[352] bbox_docvqa_id=353 resume_skip=True
[353] bbox_docvqa_id=354 resume_skip=True
[354] bbox_docvqa_id=355 resume_skip=True
[355] bbox_docvqa_id=356 resume_skip=True
[356] bbox_docvqa_id=357 resume_skip=True
[357] bbox_docvqa_id=358 resume_skip=True
[358] bbox_docvqa_id=359 resume_skip=True
[359] bbox_docvqa_id=360 resume_skip=True
[360] bbox_docvqa_id=361 resume_skip=True
[361] bbox_docvqa_id=362 resume_skip=True
[362] bbox_docvqa_id=363 resume_skip=True
[363] bbox_docvqa_id=364 resume_skip=True
[364] bbox_docvqa_id=365 resume_skip=True
[365] bbox_docvqa_id=366 resume_skip=True
[366] bbox_docvqa_id=367 resume_skip=True
[367] bbox_docvqa_id=368 resume_skip=True
[368] bbox_docvqa_id=369 resume_skip=True
[369] bbox_docvqa_id=370 resume_skip=True
[370] bbox_docvqa_id=371 resume_skip=True
[371] bbox_docvqa_id=372 resume_skip=True
[372] bbox_docvqa_id=373 resume_skip=True
[373] bbox_docvqa_id=374 resume_skip=True
[374] bbox_docvqa_id=375 resume_skip=True
[375] bbox_docvqa_id=376 resume_skip=True
[376] bbox_docvqa_id=377 resume_skip=True
[377] bbox_docvqa_id=378 resume_skip=True
[378] bbox_docvqa_id=379 resume_skip=True
[379] bbox_docvqa_id=380 resume_skip=True
[380] bbox_docvqa_id=381 resume_skip=True
[381] bbox_docvqa_id=382 resume_skip=True
[382] bbox_docvqa_id=383 resume_skip=True
[383] bbox_docvqa_id=384 resume_skip=True
[384] bbox_docvqa_id=385 resume_skip=True
[385] bbox_docvqa_id=386 resume_skip=True
[386] bbox_docvqa_id=387 resume_skip=True
[387] bbox_docvqa_id=388 resume_skip=True
[388] bbox_docvqa_id=389 resume_skip=True
[389] bbox_docvqa_id=390 resume_skip=True
[390] bbox_docvqa_id=391 resume_skip=True
[391] bbox_docvqa_id=392 resume_skip=True
[392] bbox_docvqa_id=393 resume_skip=True
[393] bbox_docvqa_id=394 resume_skip=True
[394] bbox_docvqa_id=395 resume_skip=True
[395] bbox_docvqa_id=396 resume_skip=True
[396] bbox_docvqa_id=397 resume_skip=True
[397] bbox_docvqa_id=398 resume_skip=True
[398] bbox_docvqa_id=399 resume_skip=True
[399] bbox_docvqa_id=400 resume_skip=True
[400] bbox_docvqa_id=401 resume_skip=True
[401] bbox_docvqa_id=402 resume_skip=True
[402] bbox_docvqa_id=403 resume_skip=True
[403] bbox_docvqa_id=404 resume_skip=True
[404] bbox_docvqa_id=405 resume_skip=True
[405] bbox_docvqa_id=406 resume_skip=True
[406] bbox_docvqa_id=407 resume_skip=True
[407] bbox_docvqa_id=408 resume_skip=True
[408] bbox_docvqa_id=409 resume_skip=True
[409] bbox_docvqa_id=410 resume_skip=True
[410] bbox_docvqa_id=411 resume_skip=True
[411] bbox_docvqa_id=412 resume_skip=True
[412] bbox_docvqa_id=413 resume_skip=True
[413] bbox_docvqa_id=414 resume_skip=True
[414] bbox_docvqa_id=415 resume_skip=True
[415] bbox_docvqa_id=416 resume_skip=True
[416] bbox_docvqa_id=417 resume_skip=True
[417] bbox_docvqa_id=418 resume_skip=True
[418] bbox_docvqa_id=419 resume_skip=True
[419] bbox_docvqa_id=420 resume_skip=True
[420] bbox_docvqa_id=421 resume_skip=True
[421] bbox_docvqa_id=422 resume_skip=True
[422] bbox_docvqa_id=423 resume_skip=True
[423] bbox_docvqa_id=424 resume_skip=True
[424] bbox_docvqa_id=425 resume_skip=True
[425] bbox_docvqa_id=426 resume_skip=True
[426] bbox_docvqa_id=427 resume_skip=True
[427] bbox_docvqa_id=428 resume_skip=True
[428] bbox_docvqa_id=429 resume_skip=True
[429] bbox_docvqa_id=430 resume_skip=True
[430] bbox_docvqa_id=431 resume_skip=True
[431] bbox_docvqa_id=432 resume_skip=True
[432] bbox_docvqa_id=433 resume_skip=True
[433] bbox_docvqa_id=434 resume_skip=True
[434] bbox_docvqa_id=435 images=1/1 error=False
[435] bbox_docvqa_id=436 images=1/1 error=False
[436] bbox_docvqa_id=437 images=1/1 error=False
[437] bbox_docvqa_id=438 images=1/1 error=False
[438] bbox_docvqa_id=439 images=1/1 error=False
[439] bbox_docvqa_id=440 images=1/1 error=False
[440] bbox_docvqa_id=441 images=1/1 error=False
[441] bbox_docvqa_id=442 images=1/1 error=False
[442] bbox_docvqa_id=443 images=1/1 error=False
[443] bbox_docvqa_id=444 images=1/1 error=False
[444] bbox_docvqa_id=445 images=1/1 error=False
[445] bbox_docvqa_id=446 images=1/1 error=False
[446] bbox_docvqa_id=447 images=1/1 error=False
[447] bbox_docvqa_id=448 images=1/1 error=False
[448] bbox_docvqa_id=449 images=1/1 error=False
[449] bbox_docvqa_id=450 images=1/1 error=False
[450] bbox_docvqa_id=451 images=1/1 error=False
[451] bbox_docvqa_id=452 images=1/1 error=False
[452] bbox_docvqa_id=453 images=1/1 error=False
[453] bbox_docvqa_id=454 images=1/1 error=False
[454] bbox_docvqa_id=455 images=1/1 error=False
[455] bbox_docvqa_id=456 images=1/1 error=False
[456] bbox_docvqa_id=457 images=1/1 error=False
[457] bbox_docvqa_id=458 images=1/1 error=False
[458] bbox_docvqa_id=459 images=1/1 error=False
[459] bbox_docvqa_id=460 images=1/1 error=False
[460] bbox_docvqa_id=461 images=1/1 error=False
[461] bbox_docvqa_id=462 images=1/1 error=False
[462] bbox_docvqa_id=463 images=1/1 error=False
[463] bbox_docvqa_id=464 images=1/1 error=False
[464] bbox_docvqa_id=465 images=1/1 error=False
[465] bbox_docvqa_id=466 images=1/1 error=False
[466] bbox_docvqa_id=467 images=1/1 error=False
[467] bbox_docvqa_id=468 images=1/1 error=False
[468] bbox_docvqa_id=469 images=1/1 error=False
[469] bbox_docvqa_id=470 images=1/1 error=False
[470] bbox_docvqa_id=471 images=1/1 error=False
[471] bbox_docvqa_id=472 images=1/1 error=False
[472] bbox_docvqa_id=473 images=1/1 error=False
[473] bbox_docvqa_id=474 images=1/1 error=False
[474] bbox_docvqa_id=475 images=1/1 error=False
[475] bbox_docvqa_id=476 images=1/1 error=False
[476] bbox_docvqa_id=477 images=1/1 error=False
[477] bbox_docvqa_id=478 images=1/1 error=False
[478] bbox_docvqa_id=479 images=1/1 error=False
[479] bbox_docvqa_id=480 images=1/1 error=False
[480] bbox_docvqa_id=481 images=1/1 error=False
[481] bbox_docvqa_id=482 images=1/1 error=False
[482] bbox_docvqa_id=483 images=1/1 error=False
[483] bbox_docvqa_id=484 images=1/1 error=False
[484] bbox_docvqa_id=485 images=1/1 error=False
[485] bbox_docvqa_id=486 images=1/1 error=False
[486] bbox_docvqa_id=487 images=1/1 error=False
[487] bbox_docvqa_id=488 images=1/1 error=False
[488] bbox_docvqa_id=489 images=1/1 error=False
[489] bbox_docvqa_id=490 images=1/1 error=False
[490] bbox_docvqa_id=491 images=1/1 error=False
[491] bbox_docvqa_id=492 images=1/1 error=False
[492] bbox_docvqa_id=493 images=1/1 error=False
[493] bbox_docvqa_id=494 images=1/1 error=False
[494] bbox_docvqa_id=495 images=1/1 error=False
[495] bbox_docvqa_id=496 images=1/1 error=False
[496] bbox_docvqa_id=497 images=1/1 error=False
[497] bbox_docvqa_id=498 images=1/1 error=False
[498] bbox_docvqa_id=499 images=1/1 error=False
[499] bbox_docvqa_id=500 images=1/1 error=False
[500] bbox_docvqa_id=501 images=1/1 error=False
[501] bbox_docvqa_id=502 images=1/1 error=False
[502] bbox_docvqa_id=503 images=1/1 error=False
[503] bbox_docvqa_id=504 images=1/1 error=False
[504] bbox_docvqa_id=505 images=1/1 error=False
[505] bbox_docvqa_id=506 images=1/1 error=False
[506] bbox_docvqa_id=507 images=1/1 error=False
[507] bbox_docvqa_id=508 images=1/1 error=False
[508] bbox_docvqa_id=509 images=1/1 error=False
[509] bbox_docvqa_id=510 images=1/1 error=False
[510] bbox_docvqa_id=511 images=1/1 error=False
[511] bbox_docvqa_id=512 images=1/1 error=False
[512] bbox_docvqa_id=513 images=1/1 error=False
[513] bbox_docvqa_id=514 images=1/1 error=False
[514] bbox_docvqa_id=515 images=1/1 error=False
[515] bbox_docvqa_id=516 images=1/1 error=False
[516] bbox_docvqa_id=517 images=1/1 error=False
[517] bbox_docvqa_id=518 images=1/1 error=False
[518] bbox_docvqa_id=519 images=1/1 error=False
[519] bbox_docvqa_id=520 images=1/1 error=False
[520] bbox_docvqa_id=521 images=1/1 error=False
[521] bbox_docvqa_id=522 images=1/1 error=False
[522] bbox_docvqa_id=523 images=1/1 error=False
[523] bbox_docvqa_id=524 images=1/1 error=False
[524] bbox_docvqa_id=525 images=1/1 error=False
[525] bbox_docvqa_id=526 images=1/1 error=False
[526] bbox_docvqa_id=527 images=1/1 error=False
[527] bbox_docvqa_id=528 images=1/1 error=False
[528] bbox_docvqa_id=529 images=1/1 error=False
[529] bbox_docvqa_id=530 images=1/1 error=False
[530] bbox_docvqa_id=531 images=1/1 error=False
[531] bbox_docvqa_id=532 images=1/1 error=False
[532] bbox_docvqa_id=533 images=1/1 error=False
[533] bbox_docvqa_id=534 images=1/1 error=False
[534] bbox_docvqa_id=535 images=1/1 error=False
[535] bbox_docvqa_id=536 images=1/1 error=False
[536] bbox_docvqa_id=537 images=1/1 error=False
[537] bbox_docvqa_id=538 images=1/1 error=False
[538] bbox_docvqa_id=539 images=1/1 error=False
[539] bbox_docvqa_id=540 images=1/1 error=False
[540] bbox_docvqa_id=541 images=1/1 error=False
[541] bbox_docvqa_id=542 images=1/1 error=False
[542] bbox_docvqa_id=543 images=1/1 error=False
[543] bbox_docvqa_id=544 images=1/1 error=False
[544] bbox_docvqa_id=545 images=1/1 error=False
[545] bbox_docvqa_id=546 images=1/1 error=False
[546] bbox_docvqa_id=547 images=1/1 error=False
[547] bbox_docvqa_id=548 images=1/1 error=False
[548] bbox_docvqa_id=549 images=1/1 error=False
[549] bbox_docvqa_id=550 images=1/1 error=False
[550] bbox_docvqa_id=551 images=1/1 error=False
[551] bbox_docvqa_id=552 images=1/1 error=False
[552] bbox_docvqa_id=553 images=1/1 error=False
[553] bbox_docvqa_id=554 images=1/1 error=False
[554] bbox_docvqa_id=555 images=1/1 error=False
[555] bbox_docvqa_id=556 images=1/1 error=False
[556] bbox_docvqa_id=557 images=1/1 error=False
[557] bbox_docvqa_id=558 images=1/1 error=False
[558] bbox_docvqa_id=559 images=1/1 error=False
[559] bbox_docvqa_id=560 images=1/1 error=False
[560] bbox_docvqa_id=561 images=1/1 error=False
[561] bbox_docvqa_id=562 images=1/1 error=False
[562] bbox_docvqa_id=563 images=1/1 error=False
[563] bbox_docvqa_id=564 images=1/1 error=False
[564] bbox_docvqa_id=565 images=1/1 error=False
[565] bbox_docvqa_id=566 images=1/1 error=False
[566] bbox_docvqa_id=567 images=1/1 error=False
[567] bbox_docvqa_id=568 images=1/1 error=False
[568] bbox_docvqa_id=569 images=1/1 error=False
[569] bbox_docvqa_id=570 images=1/1 error=False
[570] bbox_docvqa_id=571 images=1/1 error=False
